2023-05-31 20:26:44,214 - AUGCON - INFO - logger initialized (config/pretrain/new_setting.yaml.log)
2023-05-31 20:26:44,214 - AUGCON - INFO - ================= Config =================
2023-05-31 20:26:44,214 - AUGCON - INFO -   seed: None
2023-05-31 20:26:44,214 - AUGCON - INFO -   visible_gpus: all
2023-05-31 20:26:44,215 - AUGCON - INFO -   gpu: 0,1,2,3
2023-05-31 20:26:44,215 - AUGCON - INFO -   num_workers: 4
2023-05-31 20:26:44,215 - AUGCON - INFO -   dataset_name: hhar
2023-05-31 20:26:44,215 - AUGCON - INFO -   train_dataset_path: /mnt/sting/hjyoon/projects/cross/ICHAR/augcon/target_domain_WA4697-jhryu/pretrain/train.pkl
2023-05-31 20:26:44,215 - AUGCON - INFO -   test_dataset_path: /mnt/sting/hjyoon/projects/cross/ICHAR/augcon/target_domain_WA4697-jhryu/pretrain/test.pkl
2023-05-31 20:26:44,215 - AUGCON - INFO -   val_dataset_path: /mnt/sting/hjyoon/projects/cross/ICHAR/augcon/target_domain_WA4697-jhryu/pretrain/val.pkl
2023-05-31 20:26:44,215 - AUGCON - INFO -   domains: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2023-05-31 20:26:44,215 - AUGCON - INFO -   optimizer: adam
2023-05-31 20:26:44,215 - AUGCON - INFO -   criterion: crossentropy
2023-05-31 20:26:44,215 - AUGCON - INFO -   resume: 
2023-05-31 20:26:44,215 - AUGCON - INFO -   epochs: 100
2023-05-31 20:26:44,215 - AUGCON - INFO -   start_epoch: 0
2023-05-31 20:26:44,215 - AUGCON - INFO -   batch_size: 256
2023-05-31 20:26:44,215 - AUGCON - INFO -   lr: 0.0001
2023-05-31 20:26:44,215 - AUGCON - INFO -   fix_pred_lr: False
2023-05-31 20:26:44,215 - AUGCON - INFO -   wd: 0.001
2023-05-31 20:26:44,215 - AUGCON - INFO -   log_freq: 100
2023-05-31 20:26:44,215 - AUGCON - INFO -   ckpt_dir: /mnt/sting/hjyoon/projects/augcontrast/models/pretrained/newsetting_preliminary_cpc_negperdomain
2023-05-31 20:26:44,215 - AUGCON - INFO -   cos: False
2023-05-31 20:26:44,216 - AUGCON - INFO -   schedule: []
2023-05-31 20:26:44,216 - AUGCON - INFO -   pretext: cpc
2023-05-31 20:26:44,216 - AUGCON - INFO -   input_channels: 3
2023-05-31 20:26:44,216 - AUGCON - INFO -   z_dim: 256
2023-05-31 20:26:44,216 - AUGCON - INFO -   agg_blocks: 5
2023-05-31 20:26:44,216 - AUGCON - INFO -   num_filters: 256
2023-05-31 20:26:44,216 - AUGCON - INFO -   pred_steps: 12
2023-05-31 20:26:44,216 - AUGCON - INFO -   n_negatives: 15
2023-05-31 20:26:44,216 - AUGCON - INFO -   offset: 8
2023-05-31 20:26:44,216 - AUGCON - INFO -   neg_per_domain: True
2023-05-31 20:26:44,216 - AUGCON - INFO - ==========================================
2023-05-31 20:26:44,216 - AUGCON - INFO - Setting visible GPUs: all
2023-05-31 20:26:44,216 - AUGCON - INFO - GPUs [0, 1, 2, 3] will be used
2023-05-31 20:27:04,934 - AUGCON - INFO - Epoch [1/100]-(0/58) Loss: 2.7753, Acc(1): 6.28, Acc(5): 31.30
2023-05-31 20:28:52,904 - AUGCON - INFO - Epoch [2/100]-(0/58) Loss: 2.7726, Acc(1): 6.36, Acc(5): 31.53
2023-05-31 20:29:41,960 - AUGCON - INFO - Epoch [3/100]-(0/58) Loss: 2.7721, Acc(1): 6.61, Acc(5): 32.35
2023-05-31 20:30:15,017 - AUGCON - INFO - Epoch [4/100]-(0/58) Loss: 2.7387, Acc(1): 8.07, Acc(5): 37.68
2023-05-31 20:30:48,614 - AUGCON - INFO - Epoch [5/100]-(0/58) Loss: 2.6129, Acc(1): 10.28, Acc(5): 46.42
2023-05-31 20:31:23,602 - AUGCON - INFO - Epoch [6/100]-(0/58) Loss: 2.5305, Acc(1): 11.75, Acc(5): 50.30
2023-05-31 20:31:59,096 - AUGCON - INFO - Epoch [7/100]-(0/58) Loss: 2.4645, Acc(1): 12.90, Acc(5): 54.28
2023-05-31 20:32:32,138 - AUGCON - INFO - Epoch [8/100]-(0/58) Loss: 2.4323, Acc(1): 13.42, Acc(5): 55.32
2023-05-31 20:33:05,498 - AUGCON - INFO - Epoch [9/100]-(0/58) Loss: 2.4099, Acc(1): 14.34, Acc(5): 56.93
2023-05-31 20:33:38,751 - AUGCON - INFO - Epoch [10/100]-(0/58) Loss: 2.3434, Acc(1): 15.20, Acc(5): 60.00
2023-05-31 20:34:12,388 - AUGCON - INFO - Epoch [11/100]-(0/58) Loss: 2.3582, Acc(1): 14.81, Acc(5): 58.33
2023-05-31 20:34:45,752 - AUGCON - INFO - Epoch [12/100]-(0/58) Loss: 2.3241, Acc(1): 15.37, Acc(5): 61.04
2023-05-31 20:35:19,098 - AUGCON - INFO - Epoch [13/100]-(0/58) Loss: 2.3017, Acc(1): 16.28, Acc(5): 62.05
2023-05-31 20:35:52,334 - AUGCON - INFO - Epoch [14/100]-(0/58) Loss: 2.2764, Acc(1): 16.96, Acc(5): 64.45
2023-05-31 20:36:25,603 - AUGCON - INFO - Epoch [15/100]-(0/58) Loss: 2.2406, Acc(1): 17.60, Acc(5): 65.26
2023-05-31 20:36:59,066 - AUGCON - INFO - Epoch [16/100]-(0/58) Loss: 2.2855, Acc(1): 16.99, Acc(5): 63.89
2023-05-31 20:37:32,200 - AUGCON - INFO - Epoch [17/100]-(0/58) Loss: 2.1818, Acc(1): 19.73, Acc(5): 68.52
2023-05-31 20:38:04,997 - AUGCON - INFO - Epoch [18/100]-(0/58) Loss: 2.2205, Acc(1): 18.58, Acc(5): 66.83
2023-05-31 20:38:36,527 - AUGCON - INFO - Epoch [19/100]-(0/58) Loss: 2.1667, Acc(1): 20.04, Acc(5): 69.37
2023-05-31 20:39:09,584 - AUGCON - INFO - Epoch [20/100]-(0/58) Loss: 2.1446, Acc(1): 20.42, Acc(5): 70.51
2023-05-31 20:39:42,905 - AUGCON - INFO - Epoch [21/100]-(0/58) Loss: 2.0872, Acc(1): 21.71, Acc(5): 72.74
2023-05-31 20:40:15,822 - AUGCON - INFO - Epoch [22/100]-(0/58) Loss: 2.1626, Acc(1): 20.25, Acc(5): 69.29
2023-05-31 20:40:48,797 - AUGCON - INFO - Epoch [23/100]-(0/58) Loss: 2.0611, Acc(1): 22.43, Acc(5): 72.38
2023-05-31 20:41:21,948 - AUGCON - INFO - Epoch [24/100]-(0/58) Loss: 2.0104, Acc(1): 23.84, Acc(5): 75.80
2023-05-31 20:41:55,232 - AUGCON - INFO - Epoch [25/100]-(0/58) Loss: 2.0493, Acc(1): 22.43, Acc(5): 73.32
2023-05-31 20:42:28,627 - AUGCON - INFO - Epoch [26/100]-(0/58) Loss: 2.0427, Acc(1): 23.22, Acc(5): 73.00
2023-05-31 20:43:01,876 - AUGCON - INFO - Epoch [27/100]-(0/58) Loss: 1.9929, Acc(1): 25.31, Acc(5): 76.07
2023-05-31 20:43:34,566 - AUGCON - INFO - Epoch [28/100]-(0/58) Loss: 1.9977, Acc(1): 23.75, Acc(5): 75.58
2023-05-31 20:44:07,528 - AUGCON - INFO - Epoch [29/100]-(0/58) Loss: 1.9440, Acc(1): 25.00, Acc(5): 76.98
2023-05-31 20:44:40,885 - AUGCON - INFO - Epoch [30/100]-(0/58) Loss: 1.9530, Acc(1): 25.17, Acc(5): 75.66
2023-05-31 20:45:14,223 - AUGCON - INFO - Epoch [31/100]-(0/58) Loss: 1.9397, Acc(1): 26.07, Acc(5): 77.44
2023-05-31 20:45:47,492 - AUGCON - INFO - Epoch [32/100]-(0/58) Loss: 1.9802, Acc(1): 25.07, Acc(5): 75.55
2023-05-31 20:46:20,770 - AUGCON - INFO - Epoch [33/100]-(0/58) Loss: 1.9103, Acc(1): 26.64, Acc(5): 77.60
